model,calibration_method,brier_score,adaptive_ece,mce,nll,calibration_intercept,calibration_slope,ece_10bins,ece_15bins
lightgbm,uncalibrated,0.152715659639932,0.0550007205662957,0.1612755467262526,0.4631326841560859,0.345051178708739,1.1028288982206145,0.0609817247310552,0.0634700689078038
lightgbm,platt,0.1496769037979261,0.0405838756958789,0.1175387847462931,0.4539929888148312,-0.0002310298331032,1.0002292469438523,0.0474321149112113,0.0516497813117613
lightgbm,isotonic,0.1424417365218686,3.613069942982118e-17,1.1102230246251563e-16,0.4280339119682926,2.429299624521694e-05,1.0001944644447982,4.097581238018034e-17,4.4955726589403935e-17
logistic_regression,uncalibrated,0.1804652440908325,0.0757256115199449,0.1536212713475221,0.5323118796467156,0.4527029913685447,1.3588053702663063,0.084650600077367,0.0896285898293306
logistic_regression,platt,0.1736841229806602,0.0248243143446326,0.0923350454434412,0.511354838544981,-7.611759100959424e-06,0.9999865312401404,0.0469767994846676,0.049563209164885
logistic_regression,isotonic,0.1662660350440899,6.817766080148249e-17,1.1102230246251563e-16,0.4845920252073564,4.56806517815533e-05,1.0000041330302731,4.81050500071374e-17,3.8414824106419065e-17
lightgbm,dwac,0.1436266475851939,0.0247669383679789,0.052722207417081,0.4363071934237493,-0.002986032939584,1.0423421449566324,0.0112549492599435,0.0178304098488703
logistic_regression,dwac,0.1679093264055658,0.0234136267332691,0.3055377003771995,0.4956735343976368,0.0009768740253373,1.076812595608894,0.0343100190559235,0.0216723002253854
