referral_rate,coverage,n_accepted,n_referred,selective_risk,accepted_case_error_rate,sensitivity,specificity,ppv,npv,brier_score,ece,decision_threshold,model,calibration_method
0.66,0.33910891089108913,137,267,0.11678832116788321,0.11678832116788321,0.8681318681318682,0.9130434782608695,0.9518072289156626,0.7777777777777778,0.10342294807389028,0.06472796397957825,0.5,lightgbm,dwac
0.68,0.3193069306930693,129,275,0.10077519379844961,0.10077519379844961,0.896551724137931,0.9047619047619048,0.9512195121951219,0.8085106382978723,0.09064086955974297,0.051714536712737735,0.5,lightgbm,dwac
0.7,0.2995049504950495,121,283,0.09917355371900827,0.09917355371900827,0.9024390243902439,0.8974358974358975,0.9487179487179487,0.813953488372093,0.08937253260495526,0.05333629002211204,0.5,lightgbm,dwac
0.72,0.27970297029702973,113,291,0.08849557522123894,0.08849557522123894,0.9113924050632911,0.9117647058823529,0.96,0.8157894736842105,0.08074512128530356,0.04619234791784353,0.5,lightgbm,dwac
0.74,0.2599009900990099,105,299,0.08571428571428572,0.08571428571428572,0.9166666666666666,0.9090909090909091,0.9565217391304348,0.8333333333333334,0.07844183037784673,0.04720151999956165,0.5,lightgbm,dwac
0.76,0.2400990099009901,97,307,0.07216494845360824,0.07216494845360824,0.9428571428571428,0.8888888888888888,0.9565217391304348,0.8571428571428571,0.06726928555357573,0.03754689438011782,0.5,lightgbm,dwac
0.78,0.2202970297029703,89,315,0.056179775280898875,0.056179775280898875,0.9705882352941176,0.8571428571428571,0.9565217391304348,0.9,0.053859329775042014,0.025621950995701824,0.5,lightgbm,dwac
0.8,0.2004950495049505,81,323,0.06172839506172839,0.06172839506172839,0.9705882352941176,0.7692307692307693,0.9565217391304348,0.8333333333333334,0.05869770958737561,0.035036501059751965,0.5,lightgbm,dwac
0.82,0.1806930693069307,73,331,0.0684931506849315,0.0684931506849315,0.96875,0.6666666666666666,0.9538461538461539,0.75,0.06471353803669785,0.04563287367949591,0.5,lightgbm,dwac
0.84,0.1608910891089109,65,339,0.07692307692307693,0.07692307692307693,0.9655172413793104,0.5714285714285714,0.9491525423728814,0.6666666666666666,0.07229304162848617,0.05813263074732713,0.5,lightgbm,dwac
0.86,0.14108910891089108,57,347,0.03508771929824561,0.03508771929824561,1.0,0.3333333333333333,0.9642857142857143,1.0,0.03425200518546598,0.021891613697148083,0.5,lightgbm,dwac
0.88,0.1188118811881188,48,356,0.041666666666666664,0.041666666666666664,1.0,0.0,0.9583333333333334,,0.04053101407156145,0.02932985717301051,0.5,lightgbm,dwac
0.9,0.09900990099009901,40,364,0.025,0.025,1.0,0.0,0.975,,0.024716194129543054,0.014508392791136582,0.5,lightgbm,dwac
0.92,0.07920792079207921,32,372,0.03125,0.03125,1.0,0.0,0.96875,,0.03081594949042548,0.022571689734126266,0.5,lightgbm,dwac
0.94,0.0594059405940594,24,380,0.041666666666666664,0.041666666666666664,1.0,0.0,0.9583333333333334,,0.04103457468722412,0.03428620470839383,0.5,lightgbm,dwac
0.0,1.0,404,0,0.2698019801980198,0.2698019801980198,0.6995708154506438,0.7719298245614035,0.806930693069307,0.6534653465346535,0.18329571203877842,0.06184968143198991,0.5,lightgbm,isotonic
0.02,0.9801980198019802,396,8,0.27525252525252525,0.27525252525252525,0.6995708154506438,0.7607361963190185,0.806930693069307,0.6391752577319587,0.1829483509308944,0.07214485063323921,0.5,lightgbm,isotonic
0.04,0.9603960396039604,388,16,0.2809278350515464,0.2809278350515464,0.6995708154506438,0.7483870967741936,0.806930693069307,0.6236559139784946,0.18258666565361312,0.08286456289433386,0.5,lightgbm,isotonic
