referral_rate,coverage,n_accepted,n_referred,selective_risk,accepted_case_error_rate,sensitivity,specificity,ppv,npv,brier_score,ece,decision_threshold,model,calibration_method
0.06,0.9405940594059405,380,24,0.2868421052631579,0.2868421052631579,0.6995708154506438,0.7346938775510204,0.806930693069307,0.6067415730337079,0.18220975152255153,0.09403563146115879,0.5,lightgbm,isotonic
0.08,0.9207920792079208,372,32,0.29301075268817206,0.29301075268817206,0.6995708154506438,0.7194244604316546,0.806930693069307,0.5882352941176471,0.1818166260310142,0.10568717609537405,0.5,lightgbm,isotonic
0.1,0.900990099009901,364,40,0.28296703296703296,0.28296703296703296,0.7180616740088106,0.7153284671532847,0.806930693069307,0.6049382716049383,0.17968406185951424,0.10136736005417023,0.5,lightgbm,isotonic
0.12,0.8811881188118812,356,48,0.26685393258426965,0.26685393258426965,0.7442922374429224,0.7153284671532847,0.806930693069307,0.6363636363636364,0.17686869923120366,0.09123541744931674,0.5,lightgbm,isotonic
0.14,0.8589108910891089,347,57,0.2478386167146974,0.2478386167146974,0.7761904761904762,0.7153284671532847,0.806930693069307,0.6758620689655173,0.17354624679231836,0.07927855722831532,0.5,lightgbm,isotonic
0.16,0.8391089108910891,339,65,0.23303834808259588,0.23303834808259588,0.8029556650246306,0.7132352941176471,0.806930693069307,0.708029197080292,0.17087484235926045,0.07087445427657649,0.5,lightgbm,isotonic
0.18,0.8193069306930693,331,73,0.21450151057401812,0.21450151057401812,0.8029556650246306,0.7578125,0.8402061855670103,0.708029197080292,0.16501646257042205,0.07808735030577418,0.5,lightgbm,isotonic
0.2,0.7995049504950495,323,81,0.20743034055727555,0.20743034055727555,0.7989949748743719,0.782258064516129,0.8548387096774194,0.708029197080292,0.16240614181017723,0.08355965973395786,0.5,lightgbm,isotonic
0.22,0.7797029702970297,315,89,0.2126984126984127,0.2126984126984127,0.7905759162303665,0.782258064516129,0.848314606741573,0.708029197080292,0.16329135124260932,0.07661151503785883,0.5,lightgbm,isotonic
0.24,0.7599009900990099,307,97,0.2182410423452769,0.2182410423452769,0.7883597883597884,0.7711864406779662,0.8465909090909091,0.6946564885496184,0.16430288914666805,0.08314804439983038,0.5,lightgbm,isotonic
0.26,0.7400990099009901,299,105,0.22408026755852842,0.22408026755852842,0.7883597883597884,0.7545454545454545,0.8465909090909091,0.6747967479674797,0.16539600264634022,0.0947734462928386,0.5,lightgbm,isotonic
0.28,0.7202970297029703,291,113,0.2268041237113402,0.2268041237113402,0.7925531914893617,0.7378640776699029,0.8465909090909091,0.6608695652173913,0.16552757840957752,0.10360161942395034,0.5,lightgbm,isotonic
0.3,0.7004950495049505,283,121,0.2049469964664311,0.2049469964664311,0.8277777777777777,0.7378640776699029,0.8465909090909091,0.7102803738317757,0.15831294968917778,0.08819392955187408,0.5,lightgbm,isotonic
0.32,0.6806930693069307,275,129,0.18545454545454546,0.18545454545454546,0.8604651162790697,0.7378640776699029,0.8457142857142858,0.76,0.15180508333651102,0.0895237898843516,0.5,lightgbm,isotonic
0.34,0.6608910891089109,267,137,0.16853932584269662,0.16853932584269662,0.8596491228070176,0.78125,0.875,0.7575757575757576,0.14516601997216558,0.10504483920418412,0.5,lightgbm,isotonic
0.36,0.6410891089108911,259,145,0.17374517374517376,0.17374517374517376,0.852760736196319,0.78125,0.86875,0.7575757575757576,0.146486978118024,0.0984052975579813,0.5,lightgbm,isotonic
0.38,0.6188118811881188,250,154,0.176,0.176,0.8525641025641025,0.776595744680851,0.8636363636363636,0.7604166666666666,0.14669287824392918,0.09452858024450689,0.5,lightgbm,isotonic
0.4,0.599009900990099,242,162,0.18181818181818182,0.18181818181818182,0.8525641025641025,0.7558139534883721,0.8636363636363636,0.7386363636363636,0.14841249219536426,0.09129621290357516,0.5,lightgbm,isotonic
0.42,0.5792079207920792,234,170,0.16666666666666666,0.16666666666666666,0.869281045751634,0.7654320987654321,0.875,0.7560975609756098,0.1412491113922421,0.08302433477451812,0.5,lightgbm,isotonic
0.44,0.5594059405940595,226,178,0.15486725663716813,0.15486725663716813,0.8657718120805369,0.8051948051948052,0.8958333333333334,0.7560975609756098,0.13518713303444538,0.09481280680193467,0.5,lightgbm,isotonic
0.46,0.5396039603960396,218,186,0.16055045871559634,0.16055045871559634,0.8581560283687943,0.8051948051948052,0.8897058823529411,0.7560975609756098,0.13785455076048006,0.08911786393228092,0.5,lightgbm,isotonic
0.48,0.5198019801980198,210,194,0.15714285714285714,0.15714285714285714,0.8705035971223022,0.7887323943661971,0.8897058823529411,0.7567567567567568,0.1359339010775166,0.09145462911911913,0.5,lightgbm,isotonic
0.5,0.5,202,202,0.1485148514851485,0.1485148514851485,0.8721804511278195,0.8115942028985508,0.8992248062015504,0.7671232876712328,0.13075942166780083,0.08710079704902916,0.5,lightgbm,isotonic
0.52,0.4801980198019802,194,210,0.13402061855670103,0.13402061855670103,0.8682170542635659,0.8615384615384616,0.9256198347107438,0.7671232876712328,0.11998537245060376,0.07604646626277199,0.5,lightgbm,isotonic
0.54,0.4603960396039604,186,218,0.10752688172043011,0.10752688172043011,0.8661417322834646,0.9491525423728814,0.9734513274336283,0.7671232876712328,0.0995254309497403,0.10440688775077663,0.5,lightgbm,isotonic
0.56,0.4405940594059406,178,226,0.11235955056179775,0.11235955056179775,0.8571428571428571,0.9491525423728814,0.9714285714285714,0.7671232876712328,0.10344362204805016,0.10410557434132334,0.5,lightgbm,isotonic
0.58,0.4207920792079208,170,234,0.11764705882352941,0.11764705882352941,0.8468468468468469,0.9491525423728814,0.9690721649484536,0.7671232876712328,0.1077305840732598,0.10377590202274506,0.5,lightgbm,isotonic
0.6,0.400990099009901,162,242,0.12345679012345678,0.12345679012345678,0.8349514563106796,0.9491525423728814,0.9662921348314607,0.7671232876712328,0.11244094975528025,0.10341366947517144,0.5,lightgbm,isotonic
0.62,0.3811881188118812,154,250,0.12987012987012986,0.12987012987012986,0.8210526315789474,0.9491525423728814,0.9629629629629629,0.7671232876712328,0.11764070407958852,0.10301380237720055,0.5,lightgbm,isotonic
0.64,0.3589108910891089,145,259,0.13793103448275862,0.13793103448275862,0.8023255813953488,0.9491525423728814,0.9583333333333334,0.7671232876712328,0.1241762573596243,0.10251121080061298,0.5,lightgbm,isotonic
0.66,0.33910891089108913,137,267,0.145985401459854,0.145985401459854,0.7951807228915663,0.9444444444444444,0.9565217391304348,0.75,0.13093696537500468,0.10725172793800644,0.5,lightgbm,isotonic
0.68,0.3193069306930693,129,275,0.15503875968992248,0.15503875968992248,0.7951807228915663,0.9347826086956522,0.9565217391304348,0.7166666666666667,0.13877204041528565,0.1181074388283939,0.5,lightgbm,isotonic
0.7,0.2995049504950495,121,283,0.1652892561983471,0.1652892561983471,0.7951807228915663,0.9210526315789473,0.9565217391304348,0.6730769230769231,0.14764315843609965,0.13039861562164254,0.5,lightgbm,isotonic
0.72,0.27970297029702973,113,291,0.17699115044247787,0.17699115044247787,0.7951807228915663,0.9,0.9565217391304348,0.6136363636363636,0.15777036396428554,0.14443013603163432,0.5,lightgbm,isotonic
0.74,0.2599009900990099,105,299,0.19047619047619047,0.19047619047619047,0.7951807228915663,0.8636363636363636,0.9565217391304348,0.5277777777777778,0.16944076271581401,0.16059979288505344,0.5,lightgbm,isotonic
0.76,0.2400990099009901,97,307,0.20618556701030927,0.20618556701030927,0.7951807228915663,0.7857142857142857,0.9565217391304348,0.39285714285714285,0.18303617569439876,0.17943660963181998,0.5,lightgbm,isotonic
0.78,0.2202970297029703,89,315,0.2247191011235955,0.2247191011235955,0.7951807228915663,0.5,0.9565217391304348,0.15,0.1990757078601448,0.20165982040047722,0.5,lightgbm,isotonic
0.8,0.2004950495049505,81,323,0.18518518518518517,0.18518518518518517,0.8461538461538461,0.0,0.9565217391304348,0.0,0.16492509948696313,0.1665444061357828,0.5,lightgbm,isotonic
0.82,0.1806930693069307,73,331,0.0958904109589041,0.0958904109589041,0.9428571428571428,0.0,0.9565217391304348,0.0,0.08776585997742581,0.08263657230622382,0.5,lightgbm,isotonic
0.84,0.1608910891089109,65,339,0.03076923076923077,0.03076923076923077,1.0,0.0,0.9692307692307692,,0.03115504559678285,0.023295115920334952,0.5,lightgbm,isotonic
0.86,0.14108910891089108,57,347,0.03508771929824561,0.03508771929824561,1.0,0.0,0.9649122807017544,,0.03513889998194633,0.03395149414738119,0.5,lightgbm,isotonic
0.88,0.1188118811881188,48,356,0.0,0.0,1.0,,1.0,,0.0,0.0,0.5,lightgbm,isotonic
0.9,0.09900990099009901,40,364,0.0,0.0,1.0,,1.0,,0.0,0.0,0.5,lightgbm,isotonic
