referral_rate,coverage,n_accepted,n_referred,selective_risk,accepted_case_error_rate,sensitivity,specificity,ppv,npv,brier_score,ece,decision_threshold,model,calibration_method
0.4,0.6000926784059314,1295,863,0.13204633204633204,0.13204633204633204,0.895808383233533,0.8173913043478261,0.8990384615384616,0.8120950323974082,0.10784868801876557,0.029557722364231924,0.5,lightgbm,platt
0.42,0.5801668211306765,1252,906,0.12619808306709265,0.12619808306709265,0.9002433090024331,0.8232558139534883,0.9068627450980392,0.8119266055045872,0.10420171382568728,0.02864494704280876,0.5,lightgbm,platt
0.44,0.5597775718257646,1208,950,0.12086092715231789,0.12086092715231789,0.9038701622971286,0.8304668304668305,0.9129886506935687,0.8144578313253013,0.10072108372099679,0.02827916100688844,0.5,lightgbm,platt
0.46,0.5398517145505097,1165,993,0.11244635193133047,0.11244635193133047,0.9130434782608695,0.835509138381201,0.918918918918919,0.8247422680412371,0.09547156026353154,0.02525474270473764,0.5,lightgbm,platt
0.48,0.5199258572752549,1122,1036,0.10606060606060606,0.10606060606060606,0.9157894736842105,0.8480662983425414,0.9267643142476698,0.8274932614555256,0.09125873602940238,0.025922207975739436,0.5,lightgbm,platt
0.5,0.5,1079,1079,0.10287303058387395,0.10287303058387395,0.918918918918919,0.8495575221238938,0.9302325581395349,0.8275862068965517,0.08886590287155918,0.02624074839775596,0.5,lightgbm,platt
0.52,0.48007414272474513,1036,1122,0.09749034749034749,0.09749034749034749,0.926896551724138,0.8456591639871383,0.9333333333333333,0.8322784810126582,0.0850878697834946,0.027414385469615922,0.5,lightgbm,platt
0.54,0.46014828544949027,993,1165,0.09365558912386707,0.09365558912386707,0.9315263908701854,0.8458904109589042,0.9355300859598854,0.8372881355932204,0.08221078366561509,0.0264028002451566,0.5,lightgbm,platt
0.56,0.4402224281742354,950,1208,0.08947368421052632,0.08947368421052632,0.9393491124260355,0.8394160583941606,0.93519882179676,0.8487084870848709,0.07906613084903831,0.022169353607378636,0.5,lightgbm,platt
0.58,0.4198331788693234,906,1252,0.08498896247240618,0.08498896247240618,0.9479326186830015,0.8300395256916996,0.9350453172205438,0.860655737704918,0.07565479867163574,0.02372960240209432,0.5,lightgbm,platt
0.6,0.39990732159406855,863,1295,0.08342989571263036,0.08342989571263036,0.9492063492063492,0.8283261802575107,0.9373040752351097,0.8577777777777778,0.07423588886506935,0.02461961081303242,0.5,lightgbm,platt
0.62,0.3799814643188137,820,1338,0.07926829268292683,0.07926829268292683,0.9560975609756097,0.8146341463414634,0.939297124600639,0.8608247422680413,0.07097442422301306,0.026279450677790993,0.5,lightgbm,platt
0.64,0.3600556070435589,777,1381,0.07207207207207207,0.07207207207207207,0.9612141652613828,0.8206521739130435,0.945273631840796,0.867816091954023,0.0654685873553825,0.030871080017189925,0.5,lightgbm,platt
0.66,0.340129749768304,734,1424,0.07220708446866485,0.07220708446866485,0.9614711033274956,0.8098159509202454,0.946551724137931,0.8571428571428571,0.06532945886867034,0.02957531237138154,0.5,lightgbm,platt
0.68,0.32020389249304915,691,1467,0.0694645441389291,0.0694645441389291,0.9638336347197106,0.7971014492753623,0.9500891265597148,0.8461538461538461,0.06301086442727354,0.0315718303088683,0.5,lightgbm,platt
0.7,0.29981464318813716,647,1511,0.07109737248840804,0.07109737248840804,0.9640831758034026,0.7711864406779662,0.9497206703910615,0.8272727272727273,0.0640933116585724,0.029651860168331108,0.5,lightgbm,platt
0.72,0.2798887859128823,604,1554,0.06456953642384106,0.06456953642384106,0.9643564356435643,0.7878787878787878,0.9586614173228346,0.8125,0.05866603642407367,0.026661653350480777,0.5,lightgbm,platt
